ID,과목,소과목,문제,정답
1.2.034,1. 금융상품 및 세제,1.2. 금융상품,"$\times$/$\circ$ 잔존기간을 가격결정요인으로 할 때, 만기에 근접할수록 풋 ELW의 가격은 상승한다.","$\times$ $\rightarrow$ 만기에 근접할수록 시간가치가 소멸하므로 콜 ELW, 풋 ELW 모두 가격이 하락한다."
1.2.035,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 기초자산가격이 상승하면 콜 ELW 가격은 상승한다.,"$\circ$ $\rightarrow$ 기초자산가격↑ : 행사가격에 대해서는 $V_{콜ELW} = S - X$를 적용하면 된다(단, 풋 ELW는 반대)."
1.2.036,1. 금융상품 및 세제,1.2. 금융상품,"( )의 매매수량단위는 10증권이고 지정가주문만 가능하며, 높은 거래비용을 고려하여 가격제한폭을 두지 않는다.",ELW
1.2.037,1. 금융상품 및 세제,1.2. 금융상품,"랩어카운트는 (거래 건 별로 / 잔고평가금액의 일정비율로) 랩수수료를 부과함으로써, 회사와 고객 간의 이해상충이 적게 발생하는 장점이 있다.",잔고평가금액의 일정비율로
1.2.038,1. 금융상품 및 세제,1.2. 금융상품,"외화예금, 표지어음, 기업어음, 종금형CMA, 위탁자예수금, 선물옵션거래예수금 중에서 예금자보호가 되지 않는 것은 ( ), ( )이다.","기업어음, 선물옵션거래예수금"
1.2.039,1. 금융상품 및 세제,1.2. 금융상품,"생명보험의 영업보험료는 ( ), ( ), ( )의 합에 의해 산출된다.","예정위험률, 예정이율, 예정사업비율"
1.2.040,1. 금융상품 및 세제,1.2. 금융상품,2인 이상을 피보험자로 하는 보험을 (연생보험 / 단체취급보험 / 단체보험)이라 한다.,연생보험
1.2.041,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 종신보험은 보험약관에 따라 사전에 설정한 기간 내에 피보험자가 사망할 경우 사망보험금을 지급한다.,$\times$ $\rightarrow$ 종신보험은 보험기간이 종신이므로 사망시점과 관계없이 보험금을 지급한다.
1.2.042,1. 금융상품 및 세제,1.2. 금융상품,물가상승만큼 보험금을 증가시키는 보험에 가입하려면 (체증식보험 / 체감식보험)에 가입하면 된다.,체증식보험
1.2.043,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 제3보험은 기간이 경과함에 따라 보험료가 증가하는 보험이다.,$\times$ $\rightarrow$ 보험금이 증가한다.
1.2.044,1. 금융상품 및 세제,1.2. 금융상품,"손해보험은 (인보험 / 물보험)이며, (정액보상 / 실손보상)이다.","물보험, 실손보상"
1.2.045,1. 금융상품 및 세제,1.2. 금융상품,"(화재보험, 생명보험, 자동차보험, 해상보험) 중에서 손해보험이 아닌 것은 ( )이다.",생명보험
1.2.046,1. 금융상품 및 세제,1.2. 금융상품,"생명보험과 장기손해보험의 보험료는 순보험료와 부가보험료로 구분되며, 부가보험료는 ( ), ( ), ( )로 구성된다.","신계약비, 유지비, 수선비 $\rightarrow$ '순보험료 = 위험보험료 + 저축보험료'이다."
1.2.047,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 집합투자 정의상 펀드의 운용대상은 49인 이상에게 투자권유를 하여 모은 금전 등이어야 한다.,$\times$ $\rightarrow$ 49인 이상 $\rightarrow$ 2인 이상
1.2.048,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 집합투자재산은 투자자별로 운용해야 한다.,$\times$ $\rightarrow$ 모아서 펀드재산으로 운용한다.
1.2.049,1. 금융상품 및 세제,1.2. 금융상품,"주된 투자대상에 따른 집합투자기구는 ( ), ( ), ( ), ( ), ( )의 5가지로 분류된다.","증권, 부동산, 특별자산, 혼합자산, 단기금융"
1.2.050,1. 금융상품 및 세제,1.2. 금융상품,"특수한 형태에 따른 집합투자기구는 '( )', '( )', '( )', '( )', '( )' 집합투자기구의 5가지로 분류된다.","환매금지형, 종류형, 전환형, 모자형, 상장지수형"
1.2.051,1. 금융상품 및 세제,1.2. 금융상품,"투자신탁의 3면 관계에서, 펀드를 설정·설립하고 투자자로부터 모은 금전 등을 수탁자에게 운용지시하는 자는 ( )이다.",위탁자
1.2.052,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 투자신탁을 설정한 집합투자업자는 투자신탁의 수익권을 균등하게 분할하여 수익증권으로 표시하여야 한다.,$\circ$
1.2.053,1. 금융상품 및 세제,1.2. 금융상품,"$\times$/$\circ$ 투자신탁의 수익증권은 무액면·기명식으로, 투자회사의 주식은 액면·기명식으로 발행한다.","$\times$ $\rightarrow$ 투자신탁, 투자회사 모두 '무액면/기명식'으로 발행한다."
1.2.054,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 투자신탁의 수익증권과 투자회사의 주식은 모두 예탁결제원을 명의인으로 하여 발행해야 한다.,$\circ$
1.2.055,1. 금융상품 및 세제,1.2. 금융상품,투자회사는 1인의 ( )와 2인 이상의 ( )로 구성된다.,법인이사 / 감독이사
1.2.056,1. 금융상품 및 세제,1.2. 금융상품,"공모형 집합투자기구의 7가지 형태 중에서, 설립 시 발기인을 반드시 필요로 하는 형태는 ( )이다.",투자회사 $\rightarrow$ 발기인은 주식의 총수를 인수하고 그 인수가액을 납입하여 이사를 선임한다.
1.2.057,1. 금융상품 및 세제,1.2. 금융상품,투자신탁의 수익자총회를 소집 시에는 총회 ( ) 전에 서면 또는 이메일로 통지해야 한다.,"2주 $\rightarrow$ 소집권자 : 원칙-집합투자업자, 예외-신탁업자, 5% 이상 보유한 수익자"
1.2.058,1. 금융상품 및 세제,1.2. 금융상품,자본시장법상의 집합투자기구 5가지 종류에서 자산별 투자비중의 제한을 받지 않는 집합투자기구를 ( )라 한다.,혼합자산집합투자기구
1.2.059,1. 금융상품 및 세제,1.2. 금융상품,"MMF는 남은 만기가 ( ) 이내인 CD, 남은 만기가 ( ) 이내인 국채, 남은 만기가 ( ) 이내인 지방채, 특수채에 투자할 수 있다.","6개월, 5년, 1년 $\rightarrow$ 그리고 위와 같은 MMF의 법령상 투자대상은 모두 원화표시 자산이어야 한다(외화자산에는 투자불가)."
1.2.060,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ MMF는 다른 MMF에 투자할 수 없다.,$\times$ $\rightarrow$ 다른 MMF에 투자할 수 있다.
1.2.061,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ MMF는 주식형펀드나 채권형펀드의 집합투자증권에 투자할 수 있다.,$\times$ $\rightarrow$ MMF가 타 집합투자증권을 취득할 수 있는 것은 다른 MMF의 집합투자증권이 유일하다(안전한 운용을 위함).
1.2.062,1. 금융상품 및 세제,1.2. 금융상품,MMF는 펀드재산의 ( ) 이상을 채무증권에 투자해야 한다.,40%
1.2.063,1. 금융상품 및 세제,1.2. 금융상품,"MMF가 개별 채무증권에 투자할 경우 최상위등급(AAA)에 ( ), 차상위등급(AA)에는 ( )를 한도로 투자할 수 있다.","5%, 2% $\rightarrow$ 그리고 보유중인 개별채무증권의 신용등급이 각각 상위 2개 등급에 미달하는 경우에는 해당 채무증권을 처분해야 한다."
1.2.064,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ MMF가 운용 중인 채무증권의 신용등급이 상위 2개 등급에 미달할 경우 지체 없이 해당 채무증권의 비중을 축소해야 한다.,$\times$ $\rightarrow$ 비중축소가 아니라 당해 채무증권을 처분해야 한다!(참고: AAA에서 AA로 등급 하락 시에는 비중축소).
1.2.065,1. 금융상품 및 세제,1.2. 금융상품,"$\times$/$\circ$ MMF의 운용대상으로서 국채의 만기는 1년 이상 5년 이내이어야 하며 지방채의 만기는 1년 이하이어야 한다. 단, 환매조건부매수의 대상이 될 경우는 만기제한을 받지 않는다.","$\circ$ $\rightarrow$ 환매조건부채권(RP) 자체의 만기가 설정되므로(단기), 국채나 지방채에 투자하는 경우 별도의 만기제한을 받지 않는다."
1.2.066,1. 금융상품 및 세제,1.2. 금융상품,MMF는 보유하고 있는 증권총액의 ( )를 한도로 환매조건부 매도를 할 수 있다.,"5% $\rightarrow$ 비교하여, 일반펀드의 경우 50%까지 RP매도가 가능하다."
1.2.067,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ MMF는 증권을 대여하거나 차입하는 방법으로 운용할 수 없다.,$\circ$ $\rightarrow$ MMF는 안정적 운용차원에서 증권의 차입과 대여는 금지된다.
1.2.068,1. 금융상품 및 세제,1.2. 금융상품,"특수한 형태의 집합투자기구는 ( ), ( ), ( ), ( ), ( )의 5가지 유형이 있다.","환매금지형, 종류형, 전환형, 모자형, 상장지수형(ETF)"
1.2.069,1. 금융상품 및 세제,1.2. 금융상품,시장성이 없는 자산에 (10% / 20%)를 초과하여 투자할 경우 환매금지형 집합투자기구로 설정해야 한다.,20% $\rightarrow$ 10%는 환매연기사유에 해당한다.
1.2.070,1. 금융상품 및 세제,1.2. 금융상품,환매금지형 집합투자기구를 설정할 경우에는 집합투자증권을 최초로 발행한 날로부터 ( ) 이내에 증권시장에 상장해야 한다.,90일 $\rightarrow$ 참고로 ETF는 30일 내 상장이다.
1.2.071,1. 금융상품 및 세제,1.2. 금융상품,"$\times$/$\circ$ 종류형펀드에서 판매수수료 체계는 서로 다르지만 운용보수, 신탁보수 등은 반드시 동일해야 한다.",$\circ$
1.2.072,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 전환형 집합투자기구에서 전환을 청구한 투자자에게는 환매수수료를 징구하지 않는다.,$\circ$
1.2.073,1. 금융상품 및 세제,1.2. 금융상품,모자형 집합투자기구에서 공모대상은 (모펀드 / 자펀드)이다.,자펀드 $\rightarrow$ 이때 모펀드와 자펀드의 집합투자업자는 동일해야 한다.
1.2.074,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 모자형집합투자기구는 모집합투자기구가 발행하는 집합투자증권을 자집합투자기구가 취득하는 형태를 말한다.,"$\circ$ $\rightarrow$ 투자자는 공모대상인 자펀드에 투자하고, 자펀드는 모펀드에 투자하는 형태이다."
1.2.075,1. 금융상품 및 세제,1.2. 금융상품,"ETF는 동일종목에 대해서는 자산총액의 ( )까지, 동일법인이 발행한 지분증권에 대해서는 자본증권 총수의 ( )까지 투자가 가능하다.","30%, 20%"
1.2.076,1. 금융상품 및 세제,1.2. 금융상품,ETF가 상장폐지될 경우 ( ) 내로 해지하고 해지 후 7일 내로 금융위원회에 신고해야 한다.,10일
1.2.077,1. 금융상품 및 세제,1.2. 금융상품,펀드재산의 ( )를 초과하여 시장성 없는 자산에 투자하거나 ( )를 초과하여 외화자산에 투자하는 경우에는 환매를 연기할 수 있다.,"10%, 50% $\rightarrow$ 이 경우 환매기일을 15일(상장환매기일)을 초과하는 날로 정할 수 있다."
1.2.078,1. 금융상품 및 세제,1.2. 금융상품,"환매가 연기된 경우 ( ) 이내에 총회에서 환매연기를 결의해야 하며, 환매연기라 함은 환매연기일에 해당하는 ( )을 초과하여 환매를 할 수 있다는 것을 의미한다.",6주 / 15일
1.2.079,1. 금융상품 및 세제,1.2. 금융상품,투자자가 펀드를 환매하고자 할 경우 (집합투자업자 / 판매업자)에게 환매를 청구한다.,판매업자 $\rightarrow$ 판매업자는 자본시장법상 '투자매매업자 또는 투자중개업자'로 분류된다.
1.2.080,1. 금융상품 및 세제,1.2. 금융상품,"펀드는 시가평가가 원칙이지만 MMF는 장부가평가가 가능하다. 단, 장부가평가 시 장부가와 시가(또는 공정가액)와의 차이가 ( )를 초과할 경우는 집합투자규약에서 정하는 조치를 취해야 한다.","1,000분의 5"
1.2.081,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 집합투자기구의 기준가격과 과세기준가격은 동일해야 한다.,$\times$ $\rightarrow$ 주식의 매매차익이나 평가차익이 있을 경우 다르다.
1.2.082,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 주식의 매매차익이나 평가차익이 있을 경우 '기준가격 > 과세기준가격'이다.,"$\circ$ $\rightarrow$ 주식매매차익은 과표에 산입되지 않으므로 과세기준가격이 더 낮다(+, 기 > 과 로 암기)."
1.2.083,1. 금융상품 및 세제,1.2. 금융상품,집합투자업자가 산정한 기준가격의 적정성 여부를 판단하는 주체는 ( )이다.,신탁업자 $\rightarrow$ 집합투자업자 산정 기준가격과 신탁업자 산정 기준가격의 편차가 1천분의 3 이내인 경우는 그 기준가격이 적정하게 산정된 것으로 간주한다.
1.2.084,1. 금융상품 및 세제,1.2. 금융상품,"집합투자기구는 이익금의 분배를 유보할 수 있는데, ( )의 경우 유보가 불가하다.",MMF
1.2.085,1. 금융상품 및 세제,1.2. 금융상품,"집합투자기구는 이익금을 초과하여 분배를 할 수 있는데, ( )의 경우 순자산액에서 최저순자산액을 뺀 금액을 초과하는 분배는 할 수 없다.",투자회사
1.2.086,1. 금융상품 및 세제,1.2. 금융상품,"자산운용보고서는 ( )가 3개월에 1회 이상, 자산보관관리보고서는 ( )가 사유발생일로부터 2개월 이내에 투자자에게 제공해야 한다.",집합투자업자 / 신탁업자
1.2.087,1. 금융상품 및 세제,1.2. 금융상품,사모집합투자기구란 집합투자증권을 사모로만 발행하는 집합투자기구로서 투자자의 수가 ( ) 이하인 것을 말한다.,"100인 $\rightarrow$ 보통 일반사모펀드를 '헤지펀드'로, 기관전용사모펀드를 'PEF'로 부른다."
1.2.088,1. 금융상품 및 세제,1.2. 금융상품,자본시장법 개정(2021.10.21)으로 사모집합투자기구는 ( )와 기관전용 사모집합투자기구로 개편되었다.,"일반사모집합투자기구 $\rightarrow$ 보통 일반사모펀드를 '헤지펀드'로, 기관전용사모펀드를 'PEF'로 부른다."
1.2.089,1. 금융상품 및 세제,1.2. 금융상품,"( )의 업무로는 1) 투자회사, 주식의 발행 및 명의개서 2) 투자회사재산의 계산 3) 이사회나 주총의 소집 등이 있다.","일반사무관리회사 $\rightarrow$ 일반사무관리회사의 업무 : '발, 명, 계, 소'로 암기"
1.2.090,1. 금융상품 및 세제,1.2. 금융상품,"일반사무관리회사는 20억 원 이상의 자기자본, 2인 이상의 ( )을 갖추는 등의 요건을 갖추고 금융위원회에 등록해야 한다.",집합투자재산 계산전문인력
1.2.091,1. 금융상품 및 세제,1.2. 금융상품,"$\times$/$\circ$ 자산유동화증권(ABS) 발행에 있어서, 자산보유자는 보유하고 있는 유동화대상 자산을 양도하지 않고 관리하여 이로부터 발생하는 현금흐름을 바탕으로 SPC가 자산유동화증권을 발행한다.",$\times$ $\rightarrow$ ABS발행은 자산보유자가 기초자산을 SPC(유동화전문회사)에게 양도하는 것으로부터 시작된다.
1.2.092,1. 금융상품 및 세제,1.2. 금융상품,"$\times$/$\circ$ 부실채권, 세수, 공연수입, 무형자산 등도 자산유동화증권의 기초자산이 될 수 있다.","$\circ$ $\rightarrow$ 기업대출채권, 자동차할부채권 등이 일반적인 기초자산이지만 세수, 무형자산 등도 ABS의 기초자산이 될 수 있다."
1.2.093,1. 금융상품 및 세제,1.2. 금융상품,ABS의 기초자산이 되기 위해서는 자산집합(Pooling)이 가능하도록 ( )이 있어야 한다.,동질성
1.2.094,1. 금융상품 및 세제,1.2. 금융상품,부외효과가 있는 ABS는 (Pass-Through / Pay-Through)방식이다.,"패스스루(Pass-Through) $\rightarrow$ 패스스루는 SPC가 양도받은 자산을 바탕으로 유동화증권을 주식 형태로 발행하는 것으로서(지분이전형), 유동화와 관련한 모든 위험이 투자자에게 이전되어 부외효과가 발생한다."
1.2.095,1. 금융상품 및 세제,1.2. 금융상품,"ABS의 신용보강 중 외부보강에 해당하는 것은 ( ), ( )가 있다.","신용공여, 지급보증 $\rightarrow$ 상환순위결정, 초과스프레드, 예치금 등은 내부보강방식이다."
1.2.096,1. 금융상품 및 세제,1.2. 금융상품,"주택저당대출(Mortgage)상품은 주택저당대출을 위해 차입자의 신용평가, 담보물의 감정평가, 필요 시 담보물 실사 등 사무처리비용이 상대적으로 높은 (자본집약적 / 노동집약적) 자산이라 할 수 있다.",노동집약적
1.2.097,1. 금융상품 및 세제,1.2. 금융상품,"$\times$/$\circ$ 저당대출 중 원리금 균등상환 고정금리부 대출은 매월 동일한 원리금이 상환되는데, 매월 상환액 중 이자부분은 점차 증가하고 원금부분은 점차 감소한다.",$\times$ $\rightarrow$ 매월 상환액 중에서 이자부분은 점차 감소하고 원금부분은 점차 증가한다.
1.2.098,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 주택저당증권(MBS)은 모기지와 기업매출채권 등을 기초자산으로 하는 자산유동화증권이다.,$\times$ $\rightarrow$ MBS는 ABS중에서 기초자산이 모기지(mortage)인 유동화증권을 말한다.
1.2.099,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 주택저당증권(MBS)는 주택저당대출의 만기와 대응하므로 통상 단기로 발행된다.,$\times$ $\rightarrow$ 주택저당대출(모기지)이 장기이므로 통상 장기로 발행된다.
1.2.100,1. 금융상품 및 세제,1.2. 금융상품,발행기관이 모기지를 소유하는 형태로서 모기지의 부도위험을 발행자가 부담하는 MBS는 (저당대출지분인전증권 / 저당대출담보부채권)이다.,저당대출담보부채권(MBB) $\rightarrow$ 저당대출지분인전증권(pass through증권)은 부도위험을 투자자가 부담한다.
1.2.101,1. 금융상품 및 세제,1.2. 금융상품,(모기지 / 역모기지)의 대출 시 신청자의 미래상환능력 및 신청시점까지의 신용기록은 중요한 고려사항이다.,모기지
1.2.102,1. 금융상품 및 세제,1.2. 금융상품,(모기지 / 역모기지)의 대출 시 미래특정시점에서 예상되는 주택가치가 중요한 고려사항이다.,역모기지
1.2.103,1. 금융상품 및 세제,1.2. 금융상품,기업(사용자)이 부담하는 부담금이 사전에 고정된 것은 (DB형 / DC형)이다.,DC형
1.2.104,1. 금융상품 및 세제,1.2. 금융상품,장래의 퇴직급여수준이 연금계리에 의해 확정되는 것은 (DB형 / DC형)이다.,DB형
1.2.105,1. 금융상품 및 세제,1.2. 금융상품,"$\times$/$\circ$ 무주택자의 주택구입 등 대통령령으로 정하는 사유에 해당할 경우, 확정급여형의 경우 담보대출만 가능하며 확정기여형은 담보대출과 중도인출이 모두 가능하다.",$\circ$
1.2.106,1. 금융상품 및 세제,1.2. 금융상품,"$\times$/$\circ$ DB형(확정급여형), DC형(확정기여형) 연금가입자 모두 IRP에 가입하여 부담금을 추가로 납입할 수 있다.","$\circ$ $\rightarrow$ IRP를 통해 연간 1,800만 원까지 납입이 가능하다."
1.2.107,1. 금융상품 및 세제,1.2. 금융상품,$\times$/$\circ$ 개인형 퇴직연금제도(IRP)는 가입자가 퇴직하는 즉시 퇴직연금을 지급한다.,"$\times$ $\rightarrow$ DB형, DC형, IRP 모두 연금수령은 55세부터 가능하다."
1.3.001,1. 금융상품 및 세제,1.3. 부동산관련 상품,"부동산을 경제적, 법률적, 기술적인 다양한 측면에서 이해하고 체계화한 것을 부동산의 ( )이라 한다.",복합개념(Compound Concept)
1.3.002,1. 금융상품 및 세제,1.3. 부동산관련 상품,"부동산의 권리는 수평, 지중, 공중의 3차원에 미치는데, 농촌은 주로 수평공간을 이용하며 도시의 아파트는 공중의 권리를 이용하는 것이다'는 부동산의 복합개념 중 (물리적 측면 / 경제적 측면 / 법적 측면)이다.",물리적 측면
1.3.003,1. 금융상품 및 세제,1.3. 부동산관련 상품,"부동산의 공시방법은 ( )이고, 동산의 공시방법은 ( )이다.",등기 / 점유
1.3.004,1. 금융상품 및 세제,1.3. 부동산관련 상품,$\times$/$\circ$ 부동산등기는 공신력이 인정되지 않는다.,$\circ$
1.3.005,1. 금융상품 및 세제,1.3. 부동산관련 상품,"청구권보전의 효력, 순위보전적 효력은 (본등기 / 가등기)의 효력이다.","가등기 $\rightarrow$ 본등기의 효력은 '물권변동적 효력, 순위확정적 효력' 등이다."
1.3.006,1. 금융상품 및 세제,1.3. 부동산관련 상품,"부동산현상을 국지화하는 것은 ( ), 일물일가의 법칙이 적용되지 않는 것은 ( )으로 인한 것이다.",부동산의 부동성 / 부동산의 개별성
1.3.007,1. 금융상품 및 세제,1.3. 부동산관련 상품,"제한물권 중 용익물권에는 ( ), ( ), ( )이 있으며, 담보물권에는 ( ), ( ), ( )이 있다.","지상권, 지역권, 전세권 / 유치권, 질권, 저당권 $\rightarrow$ 이 중에서 '질권'은 부동산을 대상으로 하지 않는다."
1.3.008,1. 금융상품 및 세제,1.3. 부동산관련 상품,"부동산공부 중에서 공법적 규제사항을 알 수 있는 것은 ( ), 토지의 경계나 형상을 알 수 있는 것은 ( ), 면적이나 분할·합병의 역사를 알 수 있는 것은 ( ), 소유권 및 기타의 권리관계를 알 수 있는 것은 ( )이다.",토지이용계획확인원 / 지적도 / 토지대장 / 등기부등본
1.3.009,1. 금융상품 및 세제,1.3. 부동산관련 상품,부동산에 저당권이 설정되어 있는지는 등기부등본의 (표제부 / 갑구 / 을구)에서 확인할 수 있다.,을구
1.3.010,1. 금융상품 및 세제,1.3. 부동산관련 상품,"건축물의 규모와 구조, 건축물의 용도나 용도변경내역을 알 수 있는 부동산 공부는 ( )이다.",건축물대장
1.3.011,1. 금융상품 및 세제,1.3. 부동산관련 상품,부동산은 (정보의 비공개성 / 정보의 공개성)으로 비탄력적이다.,정보의 비공개성
1.3.012,1. 금융상품 및 세제,1.3. 부동산관련 상품,부동산 경기국면에서 매수자인위의 시장이 강화되는 국면은 (회복 / 호황 / 후퇴 / 불황 / 안정)국면이다.,불황 $\rightarrow$ 호황은 매도자 우위의 시장이 강화되는 국면.
1.3.013,1. 금융상품 및 세제,1.3. 부동산관련 상품,( )의 부동산경기는 일반경기의 동행하는 편이다. ( ) 부동산은 일반경기에 후행하거나 역행한다고 볼 수 있다.,상업용 / 주거용
1.3.014,1. 금융상품 및 세제,1.3. 부동산관련 상품,"순영업소득, 순영업소득 = ( ) + ( ) = 유효총소득, 유효총소득 - ( ) = 순영업소득, 순영업소득 - ( ) = 세전영업현금흐름, 세전영업현금흐름 - 법인세 = 세후영업현금흐름이다.","운영소득, 기타소득 / 운영경비 / 부채서비스액"
1.3.015,1. 금융상품 및 세제,1.3. 부동산관련 상품,"매도에 의한 현금흐름은 '매도가액 - 매도경비 = 순매도액, 순매도액 - ( ) = 세전지분복귀현금흐름, 세전지분복귀현금흐름 - 양도소득세 = 세후지분복귀현금흐름'이다.",미상환대출잔액
1.3.016,1. 금융상품 및 세제,1.3. 부동산관련 상품,"부동산투자결정은 NPV가 ( ), IRR이 ( ), PI지수가 ( ) 채택된다.",0보다 클 때 / 요구수익률보다 높을 때 / 1보다 클 때
1.3.017,1. 금융상품 및 세제,1.3. 부동산관련 상품,$\times$/$\circ$ 부채상환비율(DSCR)은 ( )을 나눈 값이다.,$\times$ $\rightarrow$ Cash On Cash수익률은 자기자본을 자기자본으로 나누는 수익률 = 부채상환비율(DSCR : Debt-Service Coverage Ratio) 또는 부채상환비율(DCR: Debt Coverage Ratio) = 순영업소득 / 부채서비스액
1.3.018,1. 금융상품 및 세제,1.3. 부동산관련 상품,부채상환비율(DSCR)은 ( )이다.,순영업소득 / 부채서비스액
1.3.019,1. 금융상품 및 세제,1.3. 부동산관련 상품,"4개의 용도지역과 9개의 용도지구, 4개의 용도구역은 '국토의 계획 및 이용에 관한 법률'에 따른 ( )에 의해 지정된다.","도시지역, 관리지역, 자연환경보전지역 $\rightarrow$ 도, 관, 농, 자로 암기"
1.3.020,1. 금융상품 및 세제,1.3. 부동산관련 상품,"용도지역은 ( ), ( ), ( ), ( )의 4개로 구성된다.","도시지역, 관리지역, 농림지역, 자연환경보전지역 $\rightarrow$ 도, 관, 농, 자로 암기"
1.3.021,1. 금융상품 및 세제,1.3. 부동산관련 상품,"( )은 토지의 이용 및 건축물의 용도, 건폐율, 용적률, 높이 등을 제한함으로써 토지를 경제적, 효율적으로 이용하고 공공복리의 증진을 도모하기 위하여 서로 중복되지 않게 지정한다.",용도지역
1.3.022,1. 금융상품 및 세제,1.3. 부동산관련 상품,"도시지역 내의 용적률이 가장 높게 허용되는 순서는 ( ), ( ), ( ), ( ), 녹지지역 순이다.","상업지역, 주거지역, 공업지역, ""상, 주, 공, 녹으로 암기"""
1.3.023,1. 금융상품 및 세제,1.3. 부동산관련 상품,대지면적에 대한 건축물의 지상층의 연면적(대지에 2 이상의 건축물이 있는 경우는 이들 연면적의 합)의 비율을 ( )이라 한다.,용적률
1.3.024,1. 금융상품 및 세제,1.3. 부동산관련 상품,"대지면적이 1,000㎡, 건축면적이 500㎡, 지상층 연면적이 6,000㎡인 경우 용적률은 ( )이며, ( )에 해당한다.",600% / 상업지역
1.3.025,1. 금융상품 및 세제,1.3. 부동산관련 상품,기존건축물의 전부 또는 일부를 철거하고 그 대지 안에 종전과 동일한 규모의 범위 안에서 건축물을 다시 축조하는 것을 (신축 / 증축 / 개축 / 재축 / 이전)이라 한다.,개축
1.3.026,1. 금융상품 및 세제,1.3. 부동산관련 상품,사용승인을 받은 건축물의 최초용도가 아닌 다른 용도로 바꾸어 사용하는 것을 ( )이라 한다.,용도변경
1.3.027,1. 금융상품 및 세제,1.3. 부동산관련 상품,"개발행위의 허가대상으로는 '건축 또는 공작물의 설치, 토지의 ( ), ( ), ( ), 토지분할, 적치행위'가 있다.","형질변경, 토석채취, ""단, 경작을 위한 형질변경과 소규모의 토지성토는 허가대상에서 제외한다."""
1.3.028,1. 금융상품 및 세제,1.3. 부동산관련 상품,개발행위 허가대상으로서의 지목변화란 '녹지지역 · 관리지역 · 자연환경보전지역에 물건을 ( ) 이상 쌓아놓는 행위'를 말한다.,1개월
1.3.029,1. 금융상품 및 세제,1.3. 부동산관련 상품,"지수를 토지를 제공하고, 개발업자는 개발비를 투입하여 건축물을 완공한 후 토지평가액과 개발비의 비율에 따라 건물의 지분을 배분하는 방식은, 지주공동사업방식 중 ( )이다.",등가교환
1.3.030,1. 금융상품 및 세제,1.3. 부동산관련 상품,$\times$/$\circ$ 부동산투자회사(REITs)는 현물출자로 설립할 수 있다.,$\times$ $\rightarrow$ 부동산투자회사는 발기설립의 방법으로만 설립할 수 있다.
1.3.031,1. 금융상품 및 세제,1.3. 부동산관련 상품,"( )에 근거하여 설립하며, 자산의 투자 · 운용업무를 하기 위해서는 ( )의 영업인가를 받아야 한다.","부동산투자회사법, 국토교통부장관"
1.3.032,1. 금융상품 및 세제,1.3. 부동산관련 상품,영업인가를 받은 날부터 6개월이 지난 부동산투자회사의 자본금은 자기자본의 ( )가 ( ) 이상이어야 한다.,"70억 원, 50억 원"
1.3.033,1. 금융상품 및 세제,1.3. 부동산관련 상품,"리츠는 ( ) 영업인가일로부터 2년 이내에 발행주식수의 ( ) 이상을 일반투자자에게 제공해야 하며, ( ) 이상을 부동산 관련 증권 및 현금으로 구성해야 하며, ( ) 이상을 주주에게 배당해야 한다.","30%, 80%, 90%"
1.3.034,1. 금융상품 및 세제,1.3. 부동산관련 상품,자본시장법에는 자기자본의 2배나 3배수 수준의 특별제한을 한 경우에는 자기자본의 ( )까지 가능하다.,10배
1.3.035,1. 금융상품 및 세제,1.3. 부동산관련 상품,"위탁관리리츠는 자산의 투자 및 운용업무를 자산관리회사에 위탁해야 하며, 자산관리회사는 '자본금 ( ) 이상, 운용전문인력 ( ) 이상' 등의 요건을 갖추어야 한다.","70억 원, 5인"
1.3.036,1. 금융상품 및 세제,1.3. 부동산관련 상품,PF는 '비소구금융 혹은 제한적 소구금융(Non or Limited Recourse Financing)'의 성격을 가지고 있어서 채권자가 부담하는 대출위험은 크지 않다.,"× → 자산관리회사의 등록요건은 자기자본이 70억 원 이상과 동일하다. 따라서 별도의 재무건전성지표사업자에 대한 경영권, 운영수입에 대한 근질 등을 취해야 한다."
1.3.037,1. 금융상품 및 세제,1.3. 부동산관련 상품,PF채권에 대한 안정성확보 수단으로 사업부지나 완공된 건물에 대해서는 ( ) 또는 ( )을 설정할 수 있다.,"저당권, 근저당권"
